id	modified	language	institutionCode	collectionCode	basisOfRecord	occurrenceID	catalogNumber	recordedBy	eventDate	year	month	day	continent	country	countryCode	stateProvince	county	locality	minimumElevationInMeters	maximumElevationInMeters	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	scientificNameAuthorship
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26133	2015-02-26 05:54:11.8965	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A038-26133	MIG-A038-26133	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1652	1652	37.12275	-3.35969	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26134	2015-02-26 05:54:11.92879	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A038-26134	MIG-A038-26134	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1652	1652	37.12275	-3.35969	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26136	2015-02-26 05:54:11.996582	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A038-26136	MIG-A038-26136	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1652	1652	37.12275	-3.35969	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26138	2015-02-26 05:54:12.061579	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A038-26138	MIG-A038-26138	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1652	1652	37.12275	-3.35969	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26150	2015-02-26 05:54:12.637035	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A038-26150	MIG-A038-26150	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1652	1652	37.12275	-3.35969	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26151	2015-02-26 05:54:12.661636	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A038-26151	MIG-A038-26151	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1652	1652	37.12275	-3.35969	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26152	2015-02-26 05:54:12.680682	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A038-26152	MIG-A038-26152	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1652	1652	37.12275	-3.35969	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26155	2015-02-26 05:54:12.786233	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A038-26155	MIG-A038-26155	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1652	1652	37.12275	-3.35969	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26169	2015-02-26 05:54:13.356196	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A038-26169	MIG-A038-26169	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1652	1652	37.12275	-3.35969	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26170	2015-02-26 05:54:13.389126	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A038-26170	MIG-A038-26170	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1652	1652	37.12275	-3.35969	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26171	2015-02-26 05:54:13.427617	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A038-26171	MIG-A038-26171	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1652	1652	37.12275	-3.35969	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26173	2015-02-26 05:54:13.507597	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A038-26173	MIG-A038-26173	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1652	1652	37.12275	-3.35969	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26174	2015-02-26 05:54:13.536233	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A038-26174	MIG-A038-26174	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1652	1652	37.12275	-3.35969	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26175	2015-02-26 05:54:13.622894	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A038-26175	MIG-A038-26175	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1652	1652	37.12275	-3.35969	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26178	2015-02-26 05:54:13.756858	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A039-26178	MIG-A039-26178	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1583	1583	37.12352	-3.36041	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26187	2015-02-26 05:54:14.098393	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A039-26187	MIG-A039-26187	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1583	1583	37.12352	-3.36041	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26189	2015-02-26 05:54:14.17313	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A039-26189	MIG-A039-26189	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1583	1583	37.12352	-3.36041	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26193	2015-02-26 05:54:14.305419	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A039-26193	MIG-A039-26193	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1583	1583	37.12352	-3.36041	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26194	2015-02-26 05:54:14.340858	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A039-26194	MIG-A039-26194	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1583	1583	37.12352	-3.36041	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26195	2015-02-26 05:54:14.375658	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A039-26195	MIG-A039-26195	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1583	1583	37.12352	-3.36041	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26196	2015-02-26 05:54:14.407114	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A039-26196	MIG-A039-26196	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1583	1583	37.12352	-3.36041	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26197	2015-02-26 05:54:14.440401	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A039-26197	MIG-A039-26197	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1583	1583	37.12352	-3.36041	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26198	2015-02-26 05:54:14.476194	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A039-26198	MIG-A039-26198	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1583	1583	37.12352	-3.36041	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26199	2015-02-26 05:54:14.506353	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A039-26199	MIG-A039-26199	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1583	1583	37.12352	-3.36041	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26200	2015-02-26 05:54:14.539124	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A039-26200	MIG-A039-26200	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1583	1583	37.12352	-3.36041	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26204	2015-02-26 05:54:14.675555	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A039-26204	MIG-A039-26204	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1583	1583	37.12352	-3.36041	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26214	2015-02-26 05:54:14.993912	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A039-26214	MIG-A039-26214	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1583	1583	37.12352	-3.36041	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26215	2015-02-26 05:54:15.029093	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A039-26215	MIG-A039-26215	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1583	1583	37.12352	-3.36041	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26216	2015-02-26 05:54:15.060675	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A039-26216	MIG-A039-26216	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1583	1583	37.12352	-3.36041	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26217	2015-02-26 05:54:15.093957	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A039-26217	MIG-A039-26217	Pérez-Luque AJ, Moreno-Llorca R	2013-10-03	2013	10	3	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1583	1583	37.12352	-3.36041	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26258	2015-02-26 05:54:16.599241	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A035-26258	MIG-A035-26258	Pérez-Luque AJ, Moreno-Llorca R	2013-10-04	2013	10	4	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1615	1615	37.12437	-3.36372	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26259	2015-02-26 05:54:16.630439	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A035-26259	MIG-A035-26259	Pérez-Luque AJ, Moreno-Llorca R	2013-10-04	2013	10	4	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1615	1615	37.12437	-3.36372	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26260	2015-02-26 05:54:16.66478	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A035-26260	MIG-A035-26260	Pérez-Luque AJ, Moreno-Llorca R	2013-10-04	2013	10	4	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1615	1615	37.12437	-3.36372	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26262	2015-02-26 05:54:16.732251	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A035-26262	MIG-A035-26262	Pérez-Luque AJ, Moreno-Llorca R	2013-10-04	2013	10	4	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1615	1615	37.12437	-3.36372	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26263	2015-02-26 05:54:16.766388	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A035-26263	MIG-A035-26263	Pérez-Luque AJ, Moreno-Llorca R	2013-10-04	2013	10	4	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1615	1615	37.12437	-3.36372	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26264	2015-02-26 05:54:16.798385	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A035-26264	MIG-A035-26264	Pérez-Luque AJ, Moreno-Llorca R	2013-10-04	2013	10	4	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1615	1615	37.12437	-3.36372	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26265	2015-02-26 05:54:16.83082	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A035-26265	MIG-A035-26265	Pérez-Luque AJ, Moreno-Llorca R	2013-10-04	2013	10	4	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1615	1615	37.12437	-3.36372	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26267	2015-02-26 05:54:16.899609	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A035-26267	MIG-A035-26267	Pérez-Luque AJ, Moreno-Llorca R	2013-10-04	2013	10	4	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1615	1615	37.12437	-3.36372	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26288	2015-02-26 05:54:17.596847	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A034-26288	MIG-A034-26288	Pérez-Luque AJ, Moreno-Llorca R	2013-10-04	2013	10	4	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1507	1507	37.12783	-3.36453	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26289	2015-02-26 05:54:17.63041	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A034-26289	MIG-A034-26289	Pérez-Luque AJ, Moreno-Llorca R	2013-10-04	2013	10	4	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1507	1507	37.12783	-3.36453	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26328	2015-02-26 05:54:19.164228	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A033-26328	MIG-A033-26328	Pérez-Luque AJ, Moreno-Llorca R	2013-10-04	2013	10	4	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1527	1527	37.12726	-3.36543	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A031-26465	2015-02-26 05:54:24.061681	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A031-26465	MIG-A031-26465	Pérez-Luque AJ, Moreno-Llorca R	2013-10-04	2013	10	4	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1674	1674	37.12479	-3.36700	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A031-26466	2015-02-26 05:54:24.096523	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A031-26466	MIG-A031-26466	Pérez-Luque AJ, Moreno-Llorca R	2013-10-04	2013	10	4	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1674	1674	37.12479	-3.36700	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A031-26467	2015-02-26 05:54:24.129536	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A031-26467	MIG-A031-26467	Pérez-Luque AJ, Moreno-Llorca R	2013-10-04	2013	10	4	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1674	1674	37.12479	-3.36700	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A031-26468	2015-02-26 05:54:24.162838	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A031-26468	MIG-A031-26468	Pérez-Luque AJ, Moreno-Llorca R	2013-10-04	2013	10	4	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1674	1674	37.12479	-3.36700	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-A031-26470	2015-02-26 05:54:24.227802	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-A031-26470	MIG-A031-26470	Pérez-Luque AJ, Moreno-Llorca R	2013-10-04	2013	10	4	Europe	España	ESP	GR	GÜEJAR-SIERRA	Robledal de San Juan. Barranco de San Juan	1674	1674	37.12479	-3.36700	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-T009a-23753	2015-02-26 05:52:32.890226	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-T009a-23753	MIG-T009a-23753	Navarro-González I, Pérez-Luque AJ	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1913	1913	36.96815	-3.41940	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-T009a-23784	2015-02-26 05:52:33.820856	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-T009a-23784	MIG-T009a-23784	Navarro-González I, Pérez-Luque AJ	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1913	1913	36.96815	-3.41940	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
