"","PROVINCIA","ESTADILLO","NUMORDEN","TIPO","DIAMCOPA1","DIAMCOPA2","CORTEZA1","CORTEZA2","CRECIMI1","CRECIMI2","DIAMETR4","DIAMFF","ALTURFF","ALTUPV"
"341",18,310,2,"2","4.8","7.2","32","26","7","6",NA,NA,NA,NA
"342",18,310,3,"3","5.6","6.1","20","15","10","15","20",NA,NA,NA
"343",18,310,4,"4","6.2","6.0","20","22","6","10","13",NA,NA,NA
"344",18,312,1,"1","9.3","8.2","45","38","20","29","30",NA,NA,NA
"345",18,314,1,"1","6.6","6.1","35","41","10","7","23",NA,NA,NA
"346",18,314,2,"2","3.7","4.0","15","10","7","7",NA,NA,NA,NA
"347",18,314,3,"3","4.2","5.2","35","22","8","7",NA,"8","3.7","1.2"
"348",18,314,4,"4","4.7","4.9","11","10","6","6",NA,"8","2.3","0.8"
"349",18,315,1,"1","7.0","5.7","30","30","10","6",NA,NA,NA,NA
"350",18,315,2,"2","3.2","4.3","13","10","8","8",NA,"8","2.7","0.8"
"351",18,315,3,"3","3.8","3.2","20","23","4","7",NA,NA,NA,NA
"352",18,315,4,"4","4.4","4.9","16","17","6","7",NA,"8","2.6","0.9"
"353",18,317,1,"1","3.9","4.5","20","20","9","8",NA,NA,NA,NA
"354",18,317,2,"2","4.2","5.4","17","21","5","4",NA,NA,NA,NA
"355",18,317,3,"3","9.0","8.8","45","37","8","7",NA,NA,NA,NA
"356",18,317,4,"4","3.6","2.9","4","6",NA,NA,NA,NA,NA,NA
"357",18,320,1,"1","5.0","5.5","34","36","6","8","17",NA,NA,NA
"358",18,320,2,"2","7.5","4.5","39","39","4","5","22",NA,NA,NA
"359",18,320,3,"3","6.3","8.4","35","31","7","5","25",NA,NA,NA
"360",18,320,4,"4","9.2","8.5","34","34","8","7","19",NA,NA,NA
"361",18,324,1,"1","3.9","3.0","5","13","9","9",NA,NA,NA,NA
"362",18,324,2,"2","5.4","6.5","29","35","8","7","30",NA,NA,NA
"363",18,324,3,"3","6.1","6.7","34","32","5","4",NA,NA,NA,NA
"364",18,324,4,"4","7.2","7.9","36","39","5","6","20",NA,NA,NA
"365",18,325,1,"1","6.5","6.1","18","25","7","10","23",NA,NA,NA
"366",18,325,2,"2","9.2","12.3","31","27","13","9","46",NA,NA,NA
"367",18,325,3,"3","7.6","6.2","26","26","6","10",NA,NA,NA,NA
"368",18,328,1,"1","6.2","4.8","18","23","10","12","16",NA,NA,NA
"369",18,328,2,"2","5.1","5.3","18","22","14","10","18",NA,NA,NA
"370",18,330,1,"1","3.5","3.4","19","16","4","5",NA,NA,NA,NA
"371",18,330,2,"2","3.5","3.9","20","23","9","7",NA,NA,NA,NA
"372",18,330,3,"3","4.7","4.2","28","26","3","4","10",NA,NA,NA
"373",18,330,4,"4","3.4","3.1","24","18","4","6",NA,"8","2.6","1.8"
"374",18,333,1,"1","3.8","5.5","22","19","7","9",NA,NA,NA,NA
"375",18,333,2,"2","3.8","4.5","8","7","5","5",NA,NA,NA,NA
"376",18,333,3,"3","4.8","4.6","14","21","7","9",NA,NA,NA,NA
"377",18,333,4,"4","3.1","3.3","11","10","7","4",NA,NA,NA,NA
"378",18,335,1,"1","4.4","5.5","14","21","12","8","16",NA,NA,NA
"379",18,335,2,"2","4.3","4.2","17","12","13","7","10",NA,NA,NA
"380",18,335,3,"3","3.2","3.7","11","11","8","9",NA,NA,NA,NA
"381",18,335,4,"4","4.5","4.6","19","17","9","19",NA,"8","3.7","0.1"
"382",18,336,1,"1","4.5","4.9","24","17","14","5",NA,NA,NA,NA
"383",18,336,2,"2","4.1","4.4","18","20","5","5",NA,"8","2.2","0.9"
"384",18,336,3,"3","5.2","4.5","30","26","5","4",NA,NA,NA,NA
"385",18,336,4,"4","4.5","4.7","26","22","8","8",NA,NA,NA,NA
"386",18,338,1,"1","6.0","7.2","15","19","9","17",NA,NA,NA,NA
"387",18,340,1,"1","5.4","5.0","11","16","15","13",NA,NA,NA,NA
"388",18,340,2,"2","5.5","4.8","14","20","16","12",NA,NA,NA,NA
"389",18,340,3,"3","7.2","6.4","23","25","11","11","11",NA,NA,NA
"390",18,340,4,"4","4.4","4.3","10","11","10","12",NA,"8","3.4","0.9"
"391",18,342,1,"1","5.0","4.6","15","13","11","8",NA,"8","2.5","0.7"
"392",18,342,2,"2","3.6","4.0","10","15","8","10",NA,"8","3.2","0.9"
"393",18,342,3,"3","4.0","3.0","14","16","7","8",NA,"8","3.1","1.0"
"394",18,342,4,"4","4.6","4.3","13","15","11","11",NA,"8","2.2","0.7"
"395",18,343,1,"1","4.3","4.6","14","15","6","11","8",NA,NA,NA
"396",18,343,2,"2","3.6","4.4","15","21","8","8",NA,"8","3.5","1.1"
"397",18,343,3,"3","4.0","4.4","15","17","7","7",NA,"8","2.0","0.9"
"398",18,343,4,"4","3.7","3.8","17","19","9","9",NA,"8","3.6","1.0"
"399",18,352,1,"1","4.5","4.8","26","24","11","11",NA,NA,NA,NA
"400",18,358,1,"1","2.8","2.9","8","7","8","8",NA,"8","1.5","1.8"
"401",18,358,2,"2","2.6","2.5","4","5","8","8",NA,"8","1.4","1.6"
"402",18,359,1,"1","4.7","4.7","12","11","11","12","8",NA,NA,NA
"403",18,360,1,"1","6.2","8.2","16","17","8","7","11",NA,NA,NA
"404",18,360,2,"2","6.4","8.8","24","21","5","6","11",NA,NA,NA
"405",18,360,3,"3","3.6","3.9","17","12","5","5",NA,"8","2.2","0.1"
"406",18,360,4,"4","5.6","6.9","11","14","13","12","26",NA,NA,NA
"407",18,361,1,"1","2.7","2.9","9","8","8","8",NA,"8","1.6","1.6"
"408",18,361,2,"2","4.3","3.6","15","15","17","17",NA,"8","3.2","1.3"
"409",18,361,3,"3","4.1","4.5","13","11","11","11",NA,"8","2.9","1.1"
"410",18,361,4,"4","3.7","3.5","12","12","14","16",NA,"8","3.6","1.3"
"411",18,362,1,"1","4.6","4.1","13","15","8","8",NA,"8","2.8","1.7"
"412",18,363,1,"1","4.1","3.8","19","12","12","12",NA,NA,NA,NA
"413",18,363,2,"2","3.8","3.9","10","10","10","10",NA,"8","2.4","0.1"
"414",18,363,3,"3","6.3","6.4","21","18","11","9","10",NA,NA,NA
"415",18,363,4,"4","5.0","4.5","12","9","8","8",NA,NA,NA,NA
"416",18,365,1,"1","5.1","4.0","13","13","13","13",NA,"8","2.9","0.1"
"417",18,365,2,"2","6.1","5.1","15","11",NA,NA,NA,"8","3.0","0.1"
"418",18,371,1,"1","3.6","4.0","5","6","8","8",NA,"8","1.4","0.1"
"419",18,371,2,"2","3.2","3.3","8","8","10","10",NA,"8","1.5","0.6"
"420",18,381,1,"1","4.1","4.9","18","18",NA,NA,"12",NA,NA,NA
"421",18,384,1,"1","2.9","3.0","11","6","8","8",NA,"8","2.3","1.6"
"422",18,391,1,"1","11.6","10.4","40","39","17","20","49",NA,NA,NA
"423",18,391,2,"2","11.0","9.8","34","30","14","13","54",NA,NA,NA
"424",18,391,3,"3","8.3","8.4","20","21","7","14","46",NA,NA,NA
"425",18,391,4,"4","7.8","8.1","32","39","12","18","42",NA,NA,NA
"426",18,396,1,"1","8.3","9.5","28","25","4","4",NA,NA,NA,NA
"427",18,396,2,"2","8.0","8.6","26","28","8","10",NA,NA,NA,NA
"428",18,396,3,"3","8.4","8.0","26","26","2","3","39",NA,NA,NA
"429",18,399,1,"1","3.1","3.7","12","10",NA,NA,NA,"16","2.0",NA
"430",18,399,2,"2","5.4","6.1","20","23","10","16",NA,NA,NA,NA
"431",18,400,1,"1","6.1","7.3","21","20","6","4",NA,NA,NA,NA
"432",18,400,2,"2","4.4","7.4","14","16","2","5",NA,NA,NA,NA
"433",18,400,3,"3","4.0","4.2","12","13","3","3",NA,NA,NA,NA
"434",18,400,4,"4","2.2","2.5","11","13","4","5",NA,NA,NA,NA
"435",18,402,1,"1","3.1","3.0","9","8","8","9",NA,"8","2.1","0.9"
"436",18,402,2,"2","6.8","8.0","20","25","10","11",NA,NA,NA,NA
"437",18,404,1,"1","7.3","7.9","32","29","7","8","31",NA,NA,NA
"438",18,405,1,"1","3.3","6.1","14","15","14","10","10",NA,NA,NA
"439",18,410,1,"1","3.9","4.3","13","12","4","4",NA,"8","3.1","2.0"
"440",18,410,2,"2","4.9","4.7","10","10","5","5",NA,"8","2.5","1.3"
"441",18,410,3,"3","5.1","4.2","16","17","4","4",NA,"8","3.6","1.8"
"442",18,410,4,"4","5.1","5.7","15","17","9","9",NA,NA,NA,NA
"443",18,416,1,"1","5.3","5.9","18","16","23","23",NA,"8","3.7","0.1"
"444",18,416,2,"2","7.6","7.3","25","24","15","15","20",NA,NA,NA
"445",18,418,1,"1","2.7","4.6","10","10","5","5",NA,"8","3.3","1.7"
"446",18,418,2,"2","3.7","3.7","10","10","6","6",NA,"8","3.3","1.9"
"447",18,418,3,"3","3.6","3.8","14","13","10","10",NA,"8","2.8","0.6"
"448",18,418,4,"4","6.4","6.8","13","12","15","7","8",NA,NA,NA
"449",18,423,1,"1","9.6","8.1","30","26","21","23","31",NA,NA,NA
"450",18,431,1,"1","4.3","3.2","17","11","11","11",NA,NA,NA,NA
"451",18,431,2,"2","3.7","3.1","15","18","15","15",NA,NA,NA,NA
"452",18,431,3,"3","3.0","2.8","20","15","8","8",NA,NA,NA,NA
"453",18,431,4,"4","3.5","3.4","11","10","8","8",NA,NA,NA,NA
"454",18,432,1,"1","4.3","4.3","12","21","8","8",NA,NA,NA,NA
"455",18,432,2,"2","3.0","5.8","30","26","6","7",NA,NA,NA,NA
"456",18,432,3,"3","5.0","5.2","25","20","6","6",NA,"8","3.5","0.4"
"457",18,432,4,"4","5.6","2.4","9","11","9","7",NA,"8","1.4","0.3"
"458",18,437,1,"1","6.2","6.7","26","30","5","3",NA,NA,NA,NA
"459",18,437,2,"2","5.6","6.4","30","36","4","4",NA,NA,NA,NA
"460",18,437,3,"3","6.3","6.0","30","28","3","5","16",NA,NA,NA
"461",18,437,4,"4","4.2","3.9","28","30","3","2",NA,NA,NA,NA
"462",18,438,1,"1","5.1","4.9","25","28","5","5",NA,NA,NA,NA
"463",18,438,2,"2","3.9","4.0","23","25","7","6",NA,NA,NA,NA
"464",18,438,3,"3","2.0","3.6","19","17","14","8",NA,NA,NA,NA
"465",18,438,4,"4","3.5","3.2","13","15","10","9",NA,NA,NA,NA
"466",18,439,1,"1","4.5","5.0","23","24","6","4",NA,NA,NA,NA
"467",18,439,2,"2","4.9","3.7","21","22","3","4",NA,NA,NA,NA
"468",18,439,3,"3","4.8","5.8","38","40","5","5",NA,NA,NA,NA
"469",18,439,4,"4","5.7","5.5","30","35","6","5",NA,NA,NA,NA
"470",18,440,1,"1","5.5","5.0","28","30","8","11",NA,NA,NA,NA
"471",18,441,1,"1","7.2","7.5","30","29","18","15","21",NA,NA,NA
"472",18,441,2,"2","7.5","6.0","30","25","9","9",NA,NA,NA,NA
"473",18,445,1,"1","4.3","4.0","11","12","18","18",NA,"8","2.3","0.1"
"474",18,449,1,"1","4.2","4.2","11","10",NA,NA,NA,"16","1.4",NA
"475",18,451,1,"1","3.9","4.7","10","11",NA,NA,NA,NA,NA,NA
"476",18,451,2,"2","4.5","5.7","25","19","6","5","13",NA,NA,NA
"477",18,451,3,"3","5.9","5.1","19","10","5","7","19",NA,NA,NA
"478",18,451,4,"4","6.2","6.9","36","20","3","6","23",NA,NA,NA
"479",18,458,1,"1","3.8","4.4","16","17","9","6",NA,"8","3.1","1.9"
"480",18,458,2,"2","4.4","4.5","16","23","8","7",NA,"8","3.5","1.9"
"481",18,458,3,"3","4.7","4.5","18","16","6","4",NA,"8","3.3","1.5"
"482",18,458,4,"4","2.7","2.9","14","22","11","9",NA,NA,NA,NA
"483",18,459,1,"1","6.2","5.6","60","55","12","7",NA,NA,NA,NA
"484",18,465,1,"1","2.6","2.1","10","9","1","1",NA,"8","1.4","1.5"
"485",18,469,1,"1","2.5","3.4","13","12",NA,NA,NA,NA,NA,NA
"486",18,469,2,"2","2.4","2.4","11","9",NA,NA,NA,NA,NA,NA
"487",18,470,1,"1","2.3","1.7","11","8",NA,NA,NA,NA,NA,NA
"488",18,470,2,"2","2.5","2.4","10","15",NA,NA,NA,NA,NA,NA
"489",18,470,3,"3","1.9","2.4","5","9",NA,NA,NA,NA,NA,NA
"490",18,471,1,"1","2.8","3.0","11","6",NA,NA,NA,NA,NA,NA
"491",18,471,2,"2","1.8","1.7","5","3",NA,NA,NA,NA,NA,NA
"492",18,471,3,"3","2.5","2.0","11","14",NA,NA,NA,NA,NA,NA
"493",18,471,4,"4","1.1","1.3","6","5",NA,NA,NA,NA,NA,NA
"494",18,474,1,"1","2.5","3.1","9","8",NA,NA,NA,NA,NA,NA
"495",18,474,2,"2","2.6","2.7","6","8",NA,NA,NA,NA,NA,NA
"496",18,474,3,"3","2.9","2.5","10","11",NA,NA,NA,NA,NA,NA
"497",18,475,1,"1","2.7","2.6","14","13",NA,NA,NA,NA,NA,NA
"498",18,477,1,"1","4.5","4.6","22","9",NA,NA,NA,NA,NA,NA
"499",18,477,2,"2","2.3","1.8","12","9",NA,NA,NA,NA,NA,NA
"500",18,477,3,"3","2.2","2.6","7","10",NA,NA,NA,NA,NA,NA
"501",18,477,4,"4","2.6","2.3","8","8",NA,NA,NA,NA,NA,NA
"502",18,480,1,"1","2.7","2.5","15","14",NA,NA,NA,NA,NA,NA
"503",18,480,2,"2","2.2","3.1","12","13",NA,NA,NA,NA,NA,NA
"504",18,480,3,"3","2.0","2.3","10","9",NA,NA,NA,NA,NA,NA
"505",18,480,4,"4","2.5","2.7","11","14",NA,NA,NA,NA,NA,NA
"506",18,481,1,"1","5.6","4.4","8","7","6","4",NA,NA,NA,NA
"507",18,481,2,"2","6.8","6.1","10","17","4","7","11",NA,NA,NA
"508",18,482,1,"1","2.5","2.6","10","11",NA,NA,NA,NA,NA,NA
"509",18,482,2,"2","4.0","3.2","10","10",NA,NA,NA,NA,NA,NA
"510",18,483,1,"1","2.1","2.1","10","4",NA,NA,NA,NA,NA,NA
"511",18,484,1,"1","3.9","4.7","9","5",NA,NA,NA,NA,NA,NA
"512",18,484,2,"2","3.4","3.3","8","10",NA,NA,NA,NA,NA,NA
"513",18,484,3,"3","3.5","3.0","15","4",NA,NA,NA,NA,NA,NA
"514",18,484,4,"4","3.3","3.4","10","5",NA,NA,NA,NA,NA,NA
"515",18,487,1,"1","3.3","3.3","17","12",NA,NA,NA,NA,NA,NA
"516",18,487,2,"2","3.7","2.4","16","11",NA,NA,NA,NA,NA,NA
"517",18,488,1,"1","2.7","2.9","15","12",NA,NA,NA,NA,NA,NA
"518",18,488,2,"2","3.7","2.1","6","8",NA,NA,NA,NA,NA,NA
"519",18,488,3,"3","2.2","4.0","9","9",NA,NA,NA,NA,NA,NA
"520",18,488,4,"4","2.7","3.9","3","6",NA,NA,NA,NA,NA,NA
"521",18,491,1,"1","4.7","3.2","13","10",NA,NA,NA,NA,NA,NA
"522",18,491,2,"2","3.5","4.1","13","15",NA,NA,NA,NA,NA,NA
"523",18,491,3,"3","4.3","4.1","14","15",NA,NA,NA,NA,NA,NA
"524",18,491,4,"4","2.0","2.6","11","10",NA,NA,NA,NA,NA,NA
"525",18,492,1,"1","5.2","2.6","4","5",NA,NA,NA,NA,NA,NA
"526",18,492,2,"2","4.3","2.6","10","5",NA,NA,NA,NA,NA,NA
"527",18,493,1,"1","4.5","3.1","20","18","13","13","8",NA,NA,NA
"528",18,493,2,"2","4.9","2.2","18","14","8","8","8",NA,NA,NA
"529",18,493,3,"3","4.4","5.0","11","7","11","11",NA,"8","3.0","0.1"
"530",18,493,4,"4","3.0","2.5","5","6",NA,NA,NA,NA,NA,NA
"531",18,494,1,"1","2.4","2.5","8","8",NA,NA,NA,NA,NA,NA
"532",18,500,1,"1","5.4","5.3","19","16","11","5",NA,NA,NA,NA
"533",18,500,2,"2","6.4","5.9","16","18","8","7",NA,NA,NA,NA
"534",18,500,3,"3","5.2","5.3","18","20","10","10",NA,NA,NA,NA
"535",18,500,4,"4","7.1","6.3","26","23","12","9",NA,NA,NA,NA
"536",18,925,1,"1","8.8","5.6","25","21","9","16","35",NA,NA,NA
"537",18,925,2,"2","10.0","9.9","28","21","13","12","47",NA,NA,NA
"538",18,927,1,"1","3.8","3.9","3","5","11","12",NA,NA,NA,NA
"539",18,927,2,"2","4.1","3.6","3","4","14","18",NA,NA,NA,NA
"540",18,927,3,"3","3.2","3.3","12","14","11","10",NA,NA,NA,NA
"541",18,927,4,"4","6.6","5.2","10","25","8","8",NA,NA,NA,NA
"542",18,930,1,"1","6.4","6.9","28","30","16","21","25",NA,NA,NA
"543",18,930,2,"2","4.1","5.4","20","25","18","14","12",NA,NA,NA
"544",18,930,3,"3","6.4","6.4","25","23","18","19","20",NA,NA,NA
"545",18,930,4,"4","7.1","6.7","35","33","14","15","15",NA,NA,NA
"546",18,939,1,"1","2.1","1.9","15","20","30","34",NA,"8","2.5","2.0"
"547",18,939,2,"2","3.1","2.6","12","15","34","35",NA,"8","2.1","0.9"
"548",18,939,3,"3","2.2","2.4","10","11","32","26",NA,"8","2.8","3.5"
"549",18,939,4,"4","2.1","2.5","12","15","33","33",NA,"8","1.8","0.1"
"550",18,942,1,"1","6.7","7.3","40","39","5","5","36",NA,NA,NA
"551",18,942,2,"2","7.8","7.4","40","40","7","5","22",NA,NA,NA
"552",18,943,1,"1","8.2","8.3","45","50","7","9",NA,NA,NA,NA
"553",18,943,2,"2","7.9","7.1","30","37","4","8",NA,NA,NA,NA
"554",18,943,3,"3","8.4","8.5","40","44","12","12",NA,NA,NA,NA
"555",18,943,4,"4","10.8","9.1","35","38","15","12",NA,NA,NA,NA
"556",18,951,1,"1","4.7","4.8","11","21","17","14","29",NA,NA,NA
"557",18,951,2,"2","3.7","4.1","30","27","9","12","19",NA,NA,NA
"558",18,952,1,"1","5.2","5.7","25","37","12","13",NA,NA,NA,NA
"559",18,952,2,"2","2.4","2.0","8","9",NA,NA,NA,NA,NA,NA
"560",18,953,1,"1","2.5","1.6","8","10",NA,NA,NA,NA,NA,NA
"561",18,953,2,"2","6.6","5.4","17","20",NA,NA,"18",NA,NA,NA
"562",18,953,3,"3","7.3","6.1","5","10",NA,NA,NA,"27","1.7",NA
"563",18,953,4,"4","8.2","8.4","60","57","4","6",NA,NA,NA,NA
"564",18,955,1,"1","7.9","6.9","40","45","15","13","28",NA,NA,NA
"565",18,955,2,"2","3.2","3.7","8","9",NA,NA,NA,NA,NA,NA
"566",18,955,3,"3","2.6","2.8","6","5",NA,NA,NA,NA,NA,NA
"567",18,955,4,"4","3.1","2.6","5","6",NA,NA,NA,NA,NA,NA
"568",18,959,1,"1","3.2","3.8","21","25","14","13",NA,"8","3.5","0.1"
"569",18,960,1,"1","2.2","1.8","15","23","11","11","8",NA,NA,NA
"570",18,960,2,"2","3.3","4.6","20","29","11","13","13",NA,NA,NA
"571",18,960,3,"3","4.2","4.3","30","33","7","10","19",NA,NA,NA
"572",18,960,4,"4","4.5","5.0","34","36","4","6","13",NA,NA,NA
"573",18,970,1,"1","2.6","2.6","6","4",NA,NA,NA,NA,NA,NA
"574",18,970,2,"2","3.5","3.7","8","10",NA,NA,NA,NA,NA,NA
"575",18,972,1,"1","4.0","4.2","6","9",NA,NA,NA,NA,NA,NA
"576",18,972,2,"2","2.8","3.6","9","10",NA,NA,NA,NA,NA,NA
"577",18,972,3,"3","2.2","2.4","9","10",NA,NA,NA,NA,NA,NA
"578",18,972,4,"4","2.6","2.3","7","9",NA,NA,NA,NA,NA,NA
"579",18,976,1,"1","5.3","4.5","23","15","4","6",NA,NA,NA,NA
"580",18,976,2,"2","5.5","3.2","15","29","3","4","12",NA,NA,NA
"581",18,976,3,"3","5.0","3.1","15","7","5","4","20",NA,NA,NA
"582",18,976,4,"4","6.4","7.3","18","17","3","3","23",NA,NA,NA
"583",18,978,1,"1","4.9","5.9","20","33","17","12","19",NA,NA,NA
"584",18,978,2,"2","6.0","5.2","15","24","9","11","18",NA,NA,NA
"585",18,978,3,"3","5.2","6.4","23","8","10","12",NA,NA,NA,NA
"586",18,978,4,"4","6.0","5.2","23","13","16","12","16",NA,NA,NA
"587",18,980,1,"1","3.7","5.2","9","10",NA,NA,NA,NA,NA,NA
"588",18,980,2,"2","2.7","2.1","4","6",NA,NA,NA,NA,NA,NA
"589",18,980,3,"3","1.6","2.0","6","7",NA,NA,NA,NA,NA,NA
"590",18,980,4,"4","2.3","2.2","4","5",NA,NA,NA,NA,NA,NA
"591",18,983,1,"1","3.4","3.6","25","22","17","14","12",NA,NA,NA
"592",18,983,2,"2","4.4","5.1","23","20","22","19","14",NA,NA,NA
"593",18,983,3,"3","4.7","5.0","29","24","20","19","15",NA,NA,NA
"594",18,998,1,"1","3.0","2.7","27","31","12","9",NA,NA,NA,NA
"595",18,998,2,"2","3.3","2.9","19","23","10","7",NA,"8","2.6","1.8"
"596",18,998,3,"3","3.3","2.9","7","9",NA,NA,NA,NA,NA,NA
"597",18,998,4,"4","3.6","3.5","7","9",NA,NA,NA,NA,NA,NA
"598",18,1000,1,"1","3.1","3.6","14","15",NA,NA,NA,"13","1.6",NA
"599",18,1000,2,"2","3.6","3.3","20","23","18","7","8",NA,NA,NA
"600",18,1000,3,"3","3.2","3.1","24","27","23","21",NA,"8","3.0","0.6"
"601",18,1000,4,"4","3.0","3.0","20","25","22","21",NA,"8","3.6","1.7"
"602",18,1466,1,"1","6.4","6.8","39","48","6","8","29",NA,NA,NA
"603",18,1466,2,"2","3.4","4.1","44","25","5","3","15",NA,NA,NA
"604",18,1466,3,"3","5.4","5.0","29","41","6","6","11",NA,NA,NA
"605",18,1466,4,"4","5.5","6.0","44","29","4","5","20",NA,NA,NA
"606",18,1475,1,"1","6.8","6.3","29","31","20","20","35",NA,NA,NA
"607",18,1475,2,"2","5.4","6.9","33","38","30","36","29",NA,NA,NA
"608",18,1475,3,"3","7.2","6.9","35","25","32","28","35",NA,NA,NA
"609",18,1475,4,"4","5.6","4.7","26","27","30","21","23",NA,NA,NA
"610",18,1477,1,"1","6.5","7.5","30","29","7","5","38",NA,NA,NA
"611",18,1482,1,"1","4.0","4.5","19","20","5","4","29",NA,NA,NA
"612",18,1482,2,"2","3.4","4.0","19","19","15","14","13",NA,NA,NA
"613",18,1482,3,"3","4.5","3.7","17","20","14","19","14",NA,NA,NA
"614",18,1482,4,"4","5.0","3.8","12","20","4","3","27",NA,NA,NA
"615",18,1483,1,"1","7.0","10.5","20","29","5","4","47",NA,NA,NA
"616",18,1484,1,"1","1.8","1.9","7","5",NA,NA,NA,NA,NA,NA
"617",18,1486,1,"1","6.4","5.6","28","29","15","18","19",NA,NA,NA
"618",18,1486,2,"2","6.8","7.9","24","26","22","20","19",NA,NA,NA
"619",18,1486,3,"3","3.6","5.5","23","24","10","7","17",NA,NA,NA
"620",18,1486,4,"4","4.8","4.0","23","23","7","14","15",NA,NA,NA
"621",18,1,1,"1","1.6","2.6","29","17",NA,NA,"22",NA,NA,NA
"622",18,1,2,"2","2.5","2.6","15","12",NA,NA,"35",NA,NA,NA
"623",18,1,3,"3","1.7","1.3","12","15",NA,NA,"23",NA,NA,NA
"624",18,1,4,"4","2.0","1.9","13","13",NA,NA,"25",NA,NA,NA
"625",18,10,1,"1","4.4","4.4","10","8",NA,NA,NA,"16","1.7",NA
"626",18,10,2,"2","4.6","4.1","21","22","6","5","18",NA,NA,NA
"627",18,10,3,"3","4.0","4.2","4","6",NA,NA,NA,"26","1.4",NA
"628",18,10,4,"4","5.7","6.2","28","29","7","4","22",NA,NA,NA
"629",18,11,1,"1","4.2","5.7","9","9",NA,NA,NA,"18","1.7",NA
"630",18,11,2,"2","6.7","5.3","23","17","8","9","22",NA,NA,NA
"631",18,11,3,"3","4.7","4.7","35","37","10","12","30",NA,NA,NA
"632",18,11,4,"4","4.7","4.7","14","14",NA,NA,NA,NA,NA,NA
"633",18,14,1,"1","3.5","4.7","25","23","7","9","23",NA,NA,NA
"634",18,14,2,"2","4.3","4.6","24","27","5","7","20",NA,NA,NA
"635",18,14,3,"3","4.3","3.8","20","20","10","7","19",NA,NA,NA
"636",18,14,4,"4","6.0","5.2","27","37","5","8","23",NA,NA,NA
"637",18,15,1,"1","4.6","4.7","22","24","11","7","10",NA,NA,NA
"638",18,15,2,"2","5.6","5.7","20","24","10","9","23",NA,NA,NA
"639",18,15,3,"3","3.6","4.1","21","20","10","11","12",NA,NA,NA
"640",18,15,4,"4","5.9","5.2","35","34","10","14","27",NA,NA,NA
"641",18,17,1,"1","3.2","3.3","10","12",NA,NA,NA,"8","2.1","1.3"
"642",18,17,2,"2","3.6","4.6","11","11",NA,NA,NA,"16","1.8",NA
"643",18,17,3,"3","3.8","4.8","18","20","10","9","20",NA,NA,NA
"644",18,17,4,"4","1.6","3.5","19","17","5","6","21",NA,NA,NA
"645",18,21,1,"1","6.1","6.4","24","19","12","6","27",NA,NA,NA
"646",18,21,2,"2","8.5","7.8","35","46","6","9","38",NA,NA,NA
"647",18,21,3,"3","8.5","7.3","25","31","9","9","37",NA,NA,NA
"648",18,21,4,"4","6.6","7.6","20","33","7","9","35",NA,NA,NA
"649",18,24,1,"1","4.1","4.5","25","28","4","6","20",NA,NA,NA
"650",18,24,2,"2","3.3","3.6","18","17","7","5","10",NA,NA,NA
"651",18,24,3,"3","5.5","5.6","18","19","7","6","20",NA,NA,NA
"652",18,24,4,"4","5.6","4.4","25","23","9","6","13",NA,NA,NA
"653",18,25,1,"1","7.9","8.1","30","30","8","9","29",NA,NA,NA
"654",18,25,2,"2","6.8","7.7","41","34","9","13","35",NA,NA,NA
"655",18,25,3,"3","5.9","5.6","29","25","10","11","31",NA,NA,NA
"656",18,25,4,"4","6.4","7.0","26","25","9","8","27",NA,NA,NA
"657",18,26,1,"1","5.5","4.6","15","17",NA,NA,NA,NA,NA,NA
"658",18,26,2,"2","3.6","3.5","9","7",NA,NA,NA,NA,NA,NA
"659",18,26,3,"3","3.7","3.1","18","19","8","7","12",NA,NA,NA
"660",18,26,4,"4","3.2","4.1","19","16",NA,NA,NA,NA,NA,NA
"661",18,27,1,"1","4.7","4.2","32","36","7","5","23",NA,NA,NA
"662",18,27,2,"2","3.2","2.9","17","22","6","5","19",NA,NA,NA
"663",18,27,3,"3","7.7","7.7","53","52","6","7","39",NA,NA,NA
"664",18,27,4,"4","2.6","2.8","23","20","7","8","18",NA,NA,NA
"665",18,33,1,"1","4.1","4.0","25","23","8","7","21",NA,NA,NA
"666",18,33,2,"2","5.4","4.2","20","21","9","12","21",NA,NA,NA
"667",18,33,3,"3","5.3","5.9","17","10",NA,NA,NA,NA,NA,NA
"668",18,33,4,"4","5.6","5.6","21","20","18","11","28",NA,NA,NA
"669",18,35,1,"1","5.6","6.0","38","37","13","17","25",NA,NA,NA
"670",18,35,2,"2","5.3","6.2","37","33","17","15","30",NA,NA,NA
"671",18,35,3,"3","2.3","3.7","23","21","7","5","16",NA,NA,NA
"672",18,35,4,"4","6.6","6.9","42","39","5","4","39",NA,NA,NA
"673",18,46,1,"1","4.9","4.9","34","31","10","12","12",NA,NA,NA
"674",18,46,2,"2","4.8","4.5","21","21","8","9","14",NA,NA,NA
"675",18,46,3,"3","4.9","4.5","23","22","10","7","14",NA,NA,NA
"676",18,46,4,"4","4.6","4.7","37","31","11","14","16",NA,NA,NA
"677",18,47,1,"1","3.7","3.7","14","14","4","4","8",NA,NA,NA
"678",18,47,2,"2","3.8","3.9","23","20","7","12","11",NA,NA,NA
"679",18,47,3,"3","3.6","2.4","6","10",NA,NA,NA,"8","1.7","1.5"
"680",18,47,4,"4","5.9","5.2","29","20","8","5","13",NA,NA,NA
"681",18,48,1,"1","3.1","3.7","12","12","9","16",NA,"8","3.4","1.7"
